X,Y,SurveyID,SurveyNumber,MagAnomaly,uncertainty
-2955.47712983366,1982945.38726055,WI932010,92,27.9999999999971,88
-2993.33174262475,1981458.72392701,WI932010,92,79.8,88
-3030.87668914296,1979983.15572329,WI932010,92,190.499999999997,88
-3068.39456625987,1978507.58814413,WI932010,92,229.3,88
-3106.16715520166,1977020.92670311,WI932010,92,213.099999999997,88
-3143.63068398368,1975545.36037656,WI932010,92,181.9,88
-3181.06713738653,1974069.79467334,WI932010,92,175.599999999997,88
-3218.75768436445,1972583.13512112,WI932010,92,166.4,88
-3251.36312466662,1971296.17661608,WI932010,92,156.999999999999,88
-3289.00238623616,1969809.51824248,WI932010,92,145.800000000001,88
-3326.33357289626,1968333.95495843,WI932010,92,147.499999999999,88
-3363.63767449063,1966858.39229573,WI932010,92,126.300000000001,88
-3401.19486474461,1965371.73580487,WI932010,92,111.399999999999,88
-3614.45446294127,1964089.34296279,WI932010,92,92.8999999999985,88
-3651.97392998746,1962602.68464669,WI932010,92,81.6000000000029,88
-3689.18619659607,1961127.12141673,WI932010,92,81.3999999999985,88
-3902.70825493801,1959833.62612746,WI932010,92,59.8,88
-3939.8830226998,1958358.06107788,WI932010,92,57.4999999999971,88
-4147.22936632094,1956886.7805955,WI932010,92,55.9999999999971,88
-4179.89682484081,1955588.72571166,WI932010,92,52.7000000000015,88
-4397.86783597566,1954117.70730958,WI932010,92,51.2000000000015,88
-4616.1178195636,1952635.59067078,WI932010,92,42.7000000000015,88
-4648.46121450124,1951348.62660467,WI932010,92,31.3,88
12453.9240026608,1990139.82963219,WI932010,92,-17.6,88
12602.2681998145,1988837.51487532,WI932010,92,-39.8999999999985,88
12570.4111987675,1987550.7670475,WI932010,92,-10.2000000000015,88
12708.2118448306,1986248.72517631,WI932010,92,32.7,88
12676.1319931933,1984950.88816831,WI932010,92,40.3999999999985,88
12639.6897959391,1983475.56984421,WI932010,92,39.2000000000015,88
12788.2220812963,1982173.27899012,WI932010,92,32.1000000000029,88
12751.842763281,1980697.9648725,WI932010,92,73.8,88
12719.8615790713,1979400.13273976,WI932010,92,158.499999999997,88
12864.1390728235,1977920.37486959,WI932010,92,217.499999999997,88
12832.2131718936,1976622.54643817,WI932010,92,250.100000000003,88
12800.5801665295,1975335.81109984,WI932010,92,286.8,88
12934.0818471759,1973845.23597299,WI932010,92,314.8,88
12902.5029272677,1972558.50415772,WI932010,92,312.399999999999,88
12870.6719695198,1971260.6803736,WI932010,92,278.300000000003,88
13019.5411322077,1969958.43076639,WI932010,92,240.199999999997,88
12988.0341486191,1968671.7030878,WI932010,92,195.800000000003,88
12775.5722481023,1967378.30480745,WI932010,92,154.199999999997,88
12739.4819508133,1965903.00337828,WI932010,92,121,88
12707.7550181125,1964605.18240526,WI932010,92,95.5999999999985,88
12510.5464687549,1963500.08977377,WI932010,92,77.9000000000015,88
12474.5124913768,1962024.78749303,WI932010,92,64.5999999999985,88
12262.0701515888,1960731.37730739,WI932010,92,57,88
12045.2932697215,1959260.483768,WI932010,92,50.4,88
11843.4794608715,1957966.80811629,WI932010,92,41.8000000000015,88
11626.6999060519,1956495.90805892,WI932010,92,33.7000000000015,88
11414.2459046678,1955202.48581605,WI932010,92,25.1000000000029,88
11208.1000831751,1953731.31992619,WI932010,92,20.5000000000029,88
10995.6407614062,1952437.89164739,WI932010,92,22.8999999999971,88
10778.8553837312,1950966.97840878,WI932010,92,27.3999999999971,88
1555.98129672575,1950816.29037214,WI932010,92,18.7000000000029,88
1592.87456019101,1952302.85278793,WI932010,92,25,88
1799.7324028305,1953774.09385902,WI932010,92,23.5,88
1841.07912646444,1955438.15463885,WI932010,92,27.7999999999971,88
2058.59078904288,1956909.12536418,WI932010,92,23.3999999999971,88
2095.56949550589,1958395.68470699,WI932010,92,32.7000000000015,88
2313.09416895307,1959866.64951872,WI932010,92,44.4,88
2349.83713920251,1961342.11349202,WI932010,92,45.5999999999971,88
2557.01772102847,1962824.43111811,WI932010,92,55.1999999999971,88
2593.8017620488,1964299.8936305,WI932010,92,70.6,88
2630.61256763828,1965775.35679585,WI932010,92,84.8999999999971,88
2848.45396100514,1967257.40132625,WI932010,92,108.499999999997,88
2885.30498509394,1968732.86286607,WI932010,92,138.5,88
2922.18275810464,1970208.32506112,WI932010,92,159.799999999997,88
2959.36485698144,1971694.88161996,WI932010,92,184.2,88
2996.29632305761,1973170.34513169,WI932010,92,187.500000000003,88
3028.80701680837,1974468.30981637,WI932010,92,194.899999999999,88
3065.78875014343,1975943.77456252,WI932010,92,186.200000000001,88
3102.79722284048,1977419.23996599,WI932010,92,178.499999999999,88
3140.11099443235,1978905.7997595,WI932010,92,157.800000000001,88
3177.17314098123,1980381.26648388,WI932010,92,74.9999999999986,88
3390.39274486131,1981674.69398521,WI932010,92,-27.4000000000029,88
3427.49153926322,1983150.15902097,WI932010,92,-58.1,88
3625.35099264316,1984255.25540791,WI932010,92,-32.3000000000029,88
3843.03958976001,1985726.17402128,WI932010,92,-57.4000000000029,88
3681.19988461974,1986473.99767491,WI932010,92,-23.1000000000015,88
3695.17154395295,1987028.68347562,WI932010,92,-6.39999999999709,88
3713.89948482969,1987771.96259536,WI932010,92,-19.7999999999985,88
3755.85228024825,1989436.02093592,WI932010,92,-14.7000000000015,88
32261.3823637881,1989103.96412862,WI932010,92,199,88
32050.0683812338,1987810.68107108,WI932010,92,155.500000000001,88
31834.5332851264,1986339.94922771,WI932010,92,127.900000000003,88
31799.4994378306,1984864.92784437,WI932010,92,91.7999999999985,88
31598.8040035923,1983571.38534132,WI932010,92,54.1000000000015,88
31383.2752268607,1982100.64577048,WI932010,92,64.6000000000015,88
31167.4810853169,1980618.81272205,WI932010,92,75.2000000000015,88
31136.9744377828,1979332.32352449,WI932010,92,57.8,88
30931.8102834417,1977850.23398016,WI932010,92,47.4,88
30716.2859029737,1976379.48356215,WI932010,92,68,88
30685.5571264104,1975081.90125964,WI932010,92,118.599999999999,88
30470.0408690542,1973611.14603871,WI932010,92,176.199999999999,88
30269.3455150613,1972317.58394356,WI932010,92,183.600000000001,88
30234.4594687329,1970842.55137127,WI932010,92,169.399999999997,88
30023.1442054866,1969549.23603022,WI932010,92,155.899999999999,88
29807.631404707,1968078.4701059,WI932010,92,152.3,88
29776.9811324176,1966780.882159,WI932010,92,138.099999999997,88
29572.1053258866,1965309.86049644,WI932010,92,115.399999999999,88
29360.7871231289,1964016.5350219,WI932010,92,90.8,88
29145.2781535417,1962545.7583205,WI932010,92,78.3,88
28944.5830336124,1961252.17660557,WI932010,92,63.8000000000015,88
28729.06963482,1959781.39395189,WI932010,92,48.2000000000029,88
28698.4871782384,1958483.79798763,WI932010,92,27.9,88
28482.9824145301,1957013.01043549,WI932010,92,15.4,88
28452.4300824818,1955715.41332102,WI932010,92,-4.00000000000146,88
28422.1582602578,1954428.90738144,WI932010,92,-18.4000000000029,88
28221.4807630662,1953135.31236475,WI932010,92,-31.0000000000015,88
28186.8060173385,1951660.26556026,WI932010,92,-40.1999999999985,88
28156.3236532387,1950362.6686442,WI932010,92,-46.6,88
18744.1990122595,1950219.6762379,WI932010,92,-17.0000000000029,88
18784.060085213,1951883.42747102,WI932010,92,-30.7999999999985,88
18819.4311128492,1953358.62101453,WI932010,92,-19.7000000000015,88
18854.8280269635,1954833.81529496,WI932010,92,-10.4999999999985,88
18894.7804174717,1956497.56912765,WI932010,92,3.5,88
19111.2744983374,1957979.51148329,WI932010,92,22.8999999999985,88
19146.7391291439,1959454.70523192,WI932010,92,35.0000000000029,88
19182.2296289089,1960929.89972043,WI932010,92,51.0999999999985,88
19218.0131340798,1962416.18664556,WI932010,92,72.3000000000015,88
19434.2767532668,1963887.02767787,WI932010,92,93.7000000000015,88
19469.8315700259,1965362.22155392,WI932010,92,126.799999999997,88
19505.6798601818,1966848.50786442,WI932010,92,159.900000000001,88
19711.3386247762,1968319.59793439,WI932010,92,191.200000000001,88
19746.9584771405,1969794.79137596,WI932010,92,231.499999999997,88
19782.8722768683,1971281.07725112,WI932010,92,281.7,88
19999.1833256886,1972751.9033892,WI932010,92,324,88
20039.4303219922,1974415.65477903,WI932010,92,322.099999999997,88
20075.1434634842,1975890.84847339,WI932010,92,292.100000000001,88
20291.7477612867,1977372.75858726,WI932010,92,276.6,88
20327.4991714227,1978847.95095513,WI932010,92,255.599999999997,88
20363.2763872416,1980323.14407303,WI932010,92,112.8,88
20399.34870022,1981809.42962753,WI932010,92,-2.99999999999709,88
20439.7592239911,1983473.18301825,WI932010,92,35.9000000000015,88
20645.5245751532,1984944.24774304,WI932010,92,87.4,88
20681.3956747596,1986419.44131093,WI932010,92,60.4999999999971,88
20717.5625602066,1987905.72732174,WI932010,92,46.7,88
20753.4854253251,1989380.92240266,WI932010,92,64.0000000000029,88
